[<<immutable-context>>, <Main: void main(java.lang.String[])>/new Main/0]	<Main: void bad()>/l3#_11	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void println(java.lang.String)>/@parameter0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String,int,int)>/@parameter0	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String,int,int)>/l1#_0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String,int,int)>/l1#_0	[<<immutable-hcontext>>, <java.io.PrintWriter: void <init>(java.io.OutputStream,boolean)>/new java.io.BufferedWriter/0]	<java.io.BufferedWriter: void write(java.lang.String,int,int)>/@parameter0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/@parameter0	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0	[<<immutable-hcontext>>, <<string-constant>>]	<java.lang.String: int length()>/@this
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String,int,int)>/@parameter0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0	[<<immutable-hcontext>>, <java.io.BufferedReader: java.lang.String readLine(boolean)>/new java.lang.String/0]	<java.lang.String: int length()>/@this
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0	[<<immutable-hcontext>>, <Main: void bad()>/java.io.BufferedReader.readLine/0::: java.lang.String::: ASSIGN]	<java.lang.String: int length()>/@this
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/l1#_0	[<<immutable-hcontext>>, <java.lang.StringBuffer: java.lang.String toString()>/new java.lang.String/0]	<java.lang.String: int length()>/@this
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void print(java.lang.String)>/@parameter0	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void print(java.lang.String)>/l1#_0
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void print(java.lang.String)>/l1#_0	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void print(java.lang.String)>/l1_$$A_2#_602
[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void print(java.lang.String)>/l1_$$A_2#_602	[<Main: void main(java.lang.String[])>/new Main/0, <Main: void bad()>/new java.io.PrintWriter/0]	<java.io.PrintWriter: void write(java.lang.String)>/@parameter0
